epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
80,1727.04,2.03694,3.32782,1.77407,2.03608,0,0.55461,0.4642,0.44058,0.17862,0.55217,0.44678,0.40875,0.14314,2.13036,3.3275,1.84747,2.10495,0,0.00101512,0.00101512,0.00101512
81,1748.49,2.02153,3.29937,1.7747,2.02683,0,0.56001,0.47853,0.47799,0.19105,0.5804,0.40783,0.42176,0.15958,2.09592,3.35278,1.8541,2.09303,0,0.00100687,0.00100687,0.00100687
82,1770.2,2.0177,3.35485,1.77404,2.02158,0,0.57178,0.50658,0.48786,0.20128,0.62872,0.42588,0.42263,0.15603,2.07075,3.35038,1.83001,2.05171,0,0.000998616,0.000998616,0.000998616
83,1791.85,2.00853,3.22973,1.75285,1.99796,0,0.48239,0.4656,0.4578,0.1834,0.49874,0.45036,0.45422,0.15388,2.12925,3.31173,1.85812,2.11309,0,0.000990365,0.000990365,0.000990365
84,1813.92,2.02884,3.28117,1.75826,2.00894,0,0.55083,0.47737,0.46335,0.17291,0.54573,0.45625,0.41519,0.14935,2.14497,3.35649,1.95475,2.11148,0,0.000982113,0.000982113,0.000982113
85,1835.71,2.0269,3.30563,1.76277,2.00339,0,0.48392,0.52855,0.43178,0.1566,0.42878,0.47067,0.38737,0.12949,2.13619,3.3157,1.87248,2.09046,0,0.000973861,0.000973861,0.000973861
86,1857.46,2.03816,3.2734,1.76393,2.01106,0,0.51047,0.46687,0.4726,0.18602,0.57239,0.38121,0.41002,0.15227,2.13227,3.37993,1.82725,2.09351,0,0.00096561,0.00096561,0.00096561
87,1879.15,1.99412,3.27936,1.73916,1.97202,0,0.49506,0.51836,0.47047,0.18214,0.48012,0.4492,0.40061,0.13388,2.10172,3.32727,1.9855,2.05451,0,0.000957358,0.000957358,0.000957358
88,1900.55,2.01849,3.28629,1.7618,1.98511,0,0.61745,0.46329,0.47191,0.1859,0.54567,0.4305,0.39865,0.13577,2.11115,3.34652,1.82812,2.05209,0,0.000949106,0.000949106,0.000949106
89,1922.19,1.94812,3.20536,1.74168,1.97004,0,0.50154,0.49019,0.49656,0.18203,0.57332,0.43627,0.46962,0.14885,2.11571,3.30452,1.90525,2.06933,0,0.000940855,0.000940855,0.000940855
90,1943.79,1.99765,3.26569,1.73108,2.00473,0,0.63768,0.56049,0.53236,0.20626,0.61743,0.54295,0.50858,0.16276,2.09607,3.27313,1.7784,2.065,0,0.000932603,0.000932603,0.000932603
91,1965.15,1.96761,3.24888,1.68431,1.97745,0,0.6237,0.44718,0.50283,0.19238,0.55638,0.44526,0.44414,0.15024,2.06426,3.3291,2.10351,2.08811,0,0.000924352,0.000924352,0.000924352
92,1986.74,1.98807,3.26606,1.70567,1.98486,0,0.58618,0.45613,0.49037,0.18843,0.61496,0.44089,0.45114,0.15183,2.14702,3.287,1.83591,2.09535,0,0.0009161,0.0009161,0.0009161
93,2008.28,1.96778,3.22479,1.68877,1.95832,0,0.69318,0.5124,0.53458,0.2093,0.61949,0.41673,0.4565,0.15748,2.11677,3.27552,1.74179,2.09203,0,0.000907848,0.000907848,0.000907848
