epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
71,2276.88,1.23609,1.70685,0.65185,0.00771,0.34024,0.64786,0.45885,0.51507,0.23481,0.5819,0.40528,0.43252,0.17555,2.58115,6.65664,2.64171,0.01755,0,0.000511769,0.000511769,0.000511769
72,2309.05,1.24181,1.69631,0.62021,0.00764,0.34366,0.57626,0.47166,0.51859,0.23137,0.5505,0.47359,0.47262,0.1737,2.43745,5.9324,2.54357,0.0164,0,0.000495266,0.000495266,0.000495266
73,2341.03,1.23034,1.72198,0.6457,0.00752,0.34713,0.56137,0.53998,0.51559,0.22171,0.5203,0.44488,0.43184,0.17348,2.53517,6.72701,1.94204,0.01707,0,0.000478762,0.000478762,0.000478762
74,2373.08,1.197,1.68052,0.61063,0.00723,0.34176,0.82673,0.44373,0.55749,0.22803,0.76443,0.39686,0.45585,0.17345,2.59449,7.56777,1.65342,0.01751,0,0.000462259,0.000462259,0.000462259
75,2405.49,1.22191,1.71064,0.62184,0.00755,0.33164,0.64751,0.50058,0.53377,0.24038,0.57241,0.43284,0.43564,0.17966,2.56894,6.7533,2.04506,0.01748,0,0.000445756,0.000445756,0.000445756
76,2436.09,1.1789,1.6499,0.58717,0.00721,0.31392,0.55367,0.49332,0.52342,0.21874,0.49046,0.4309,0.41968,0.1598,2.56591,7.72414,1.90577,0.01727,0,0.000429253,0.000429253,0.000429253
77,2466.3,1.16941,1.64743,0.58442,0.00699,0.29971,0.64635,0.47023,0.50815,0.20445,0.59605,0.43562,0.44859,0.16345,2.56088,6.70663,1.9269,0.01716,0,0.000412749,0.000412749,0.000412749
78,2498.31,1.17427,1.6152,0.57267,0.00711,0.30878,0.64864,0.51699,0.50822,0.22375,0.55436,0.44371,0.41817,0.15891,2.57871,6.71123,1.8848,0.0174,0,0.000396246,0.000396246,0.000396246
79,2529.87,1.14033,1.58655,0.55324,0.00681,0.28577,0.75116,0.4736,0.54884,0.2353,0.6306,0.3913,0.42238,0.16256,2.48996,6.61764,1.80966,0.01669,0,0.000379743,0.000379743,0.000379743
80,2561.85,1.10416,1.59276,0.56327,0.00657,0.29502,0.65487,0.46329,0.52561,0.23244,0.73431,0.36452,0.43313,0.1735,2.54491,6.53314,1.85569,0.01706,0,0.000363239,0.000363239,0.000363239
81,2593.8,1.1436,1.59024,0.56396,0.0069,0.29926,0.70988,0.46123,0.53667,0.23114,0.64249,0.40411,0.41921,0.16455,2.54278,6.34311,2.05264,0.01706,0,0.000346736,0.000346736,0.000346736
82,2625.96,1.1214,1.52049,0.54659,0.00685,0.29352,0.67649,0.43392,0.47838,0.2194,0.6287,0.39906,0.41864,0.16009,2.49031,6.27903,2.4894,0.01684,0,0.000330233,0.000330233,0.000330233
